id	lane_id	expected_exit	exit_code	command
BPL09-V01	BPL09-L01	0	0	node -e 'const fs=require("node:fs"); const j=JSON.parse(fs.readFileSync("doc/wasm/tickets/evidence/rpl-03-step3-rerun-2026-02-09/ipc_conformance_summary_v1.json","utf8")); if(!(j.status==="pass" && j.x03_clear_ready===true)) process.exit(1);'
BPL09-V02	BPL09-L01	0	0	node -e 'const fs=require("node:fs"); const j=JSON.parse(fs.readFileSync("doc/wasm/tickets/evidence/bpl-07/bpl07-20260210-005408Z-91fdb0be/BPL07-BM02-budget-summary.json","utf8")); if(!(j.overall_result==="pass" && j.intake_artifacts.intake_pass===true && j.gate_results.performance_budget_pass===true && j.gate_results.size_budget_pass===true)) process.exit(1);'
BPL09-V03	BPL09-L01	0	0	node -e 'const fs=require("node:fs"); const a=JSON.parse(fs.readFileSync("doc/wasm/tickets/evidence/bpl-07/bpl07-20260210-005408Z-91fdb0be/BPL07-BM01-budget-summary.json","utf8")); const b=JSON.parse(fs.readFileSync("doc/wasm/tickets/evidence/bpl-07/bpl07-20260210-005408Z-91fdb0be/BPL07-BM03-budget-summary.json","utf8")); if(!(a.overall_result==="pass" && b.overall_result==="pass" && a.intake_artifacts.intake_pass===true && b.intake_artifacts.intake_pass===true)) process.exit(1);'
BPL09-V04	BPL09-L02	0	0	node -e 'const fs=require("node:fs"); const p=JSON.parse(fs.readFileSync("doc/wasm/tickets/evidence/bpl-07/bpl07-20260210-005408Z-91fdb0be/BPL07-BM04-budget-summary.json","utf8")); const s=JSON.parse(fs.readFileSync("doc/wasm/tickets/evidence/rpl-07-step3-2026-02-10/rpl07-20260210-014654Z-91fdb0be/module_env_step2_summary_v1.json","utf8")); if(!(p.overall_result==="pass" && p.intake_artifacts.intake_pass===true && p.gate_results.performance_budget_pass===true && p.gate_results.size_budget_pass===true && s.status==="pass" && s.x06_step2_ready===true)) process.exit(1);'
BPL09-V05	BPL09-L02	0	0	node -e 'const fs=require("node:fs"); const run=JSON.parse(fs.readFileSync("doc/wasm/tickets/evidence/bpl-07/bpl07-20260210-005408Z-91fdb0be/bpl07-step2-run-summary.json","utf8")); const bm=JSON.parse(fs.readFileSync("doc/wasm/tickets/evidence/bpl-07/bpl07-20260210-005408Z-91fdb0be/BPL07-BM05-budget-summary.json","utf8")); const review=JSON.parse(fs.readFileSync("doc/wasm/tickets/evidence/rpl-07-step3-2026-02-10/rpl07-20260210-014654Z-91fdb0be/module_env_x07_review_packet_v1.json","utf8")); if(!(run.overall_result==="pass" && bm.overall_result==="pass" && bm.gate_results.performance_budget_pass===true && bm.gate_results.size_budget_pass===true && review.x07_review_result==="carry_forward")) process.exit(1);'
